station_name,type,dss_filename,dss_pathname
station_0000,DSS,D:\flood prediction\Data Collections\new DSSs\station_0000\wind_speed.dss,//station_0000/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0001,DSS,D:\flood prediction\Data Collections\new DSSs\station_0001\wind_speed.dss,//station_0001/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0002,DSS,D:\flood prediction\Data Collections\new DSSs\station_0002\wind_speed.dss,//station_0002/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0003,DSS,D:\flood prediction\Data Collections\new DSSs\station_0003\wind_speed.dss,//station_0003/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0004,DSS,D:\flood prediction\Data Collections\new DSSs\station_0004\wind_speed.dss,//station_0004/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0005,DSS,D:\flood prediction\Data Collections\new DSSs\station_0005\wind_speed.dss,//station_0005/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0006,DSS,D:\flood prediction\Data Collections\new DSSs\station_0006\wind_speed.dss,//station_0006/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0007,DSS,D:\flood prediction\Data Collections\new DSSs\station_0007\wind_speed.dss,//station_0007/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0008,DSS,D:\flood prediction\Data Collections\new DSSs\station_0008\wind_speed.dss,//station_0008/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0009,DSS,D:\flood prediction\Data Collections\new DSSs\station_0009\wind_speed.dss,//station_0009/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0010,DSS,D:\flood prediction\Data Collections\new DSSs\station_0010\wind_speed.dss,//station_0010/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0011,DSS,D:\flood prediction\Data Collections\new DSSs\station_0011\wind_speed.dss,//station_0011/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0012,DSS,D:\flood prediction\Data Collections\new DSSs\station_0012\wind_speed.dss,//station_0012/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0013,DSS,D:\flood prediction\Data Collections\new DSSs\station_0013\wind_speed.dss,//station_0013/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0014,DSS,D:\flood prediction\Data Collections\new DSSs\station_0014\wind_speed.dss,//station_0014/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0015,DSS,D:\flood prediction\Data Collections\new DSSs\station_0015\wind_speed.dss,//station_0015/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0016,DSS,D:\flood prediction\Data Collections\new DSSs\station_0016\wind_speed.dss,//station_0016/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0017,DSS,D:\flood prediction\Data Collections\new DSSs\station_0017\wind_speed.dss,//station_0017/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0018,DSS,D:\flood prediction\Data Collections\new DSSs\station_0018\wind_speed.dss,//station_0018/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0019,DSS,D:\flood prediction\Data Collections\new DSSs\station_0019\wind_speed.dss,//station_0019/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0020,DSS,D:\flood prediction\Data Collections\new DSSs\station_0020\wind_speed.dss,//station_0020/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0021,DSS,D:\flood prediction\Data Collections\new DSSs\station_0021\wind_speed.dss,//station_0021/WIND-SPEED/01Sep2022/1Hour/OBS/
station_0022,DSS,D:\flood prediction\Data Collections\new DSSs\station_0022\wind_speed.dss,//station_0022/WIND-SPEED/01Sep2022/1Hour/OBS/
